uboat,commander,ship_name,tonnage,nationality,convoy,coordinates,year,month,day
U-156,Werner Hartenstein,Siljestad,"4,301",6,0,"[('15.33', '-52.67')]",1942,5,15
U-507,Harro Schacht,Amapala,"4,148",34,0,"[('26.67', '-88.28')]",1942,5,16
U-751,Gerhard Bigalk,Nicarao,"1,445",25,0,"[('25.33', '-74.32')]",1942,5,16
U-103,Werner Winter,Ruth Lykes,"2,612",25,0,"[('16.62', '-82.45')]",1942,5,17
U-135,Friedrich-Hermann Praetorius,Fort Qu´Appelle,"7,127",0,0,"[('39.83', '-63.50')]",1942,5,17
U-155,Adolf Cornelius Piening,Challenger,"7,667",25,0,"[('12.18', '-61.30')]",1942,5,17
U-155,Adolf Cornelius Piening,San Victorio,"8,136",0,0,"[('11.67', '-62.55')]",1942,5,17
U-156,Werner Hartenstein,Barrdale,"5,072",0,0,"[('15.25', '-52.45')]",1942,5,17
U-432,Heinz-Otto Schultze,Foam,324,25,0,"[('43.33', '-63.13')]",1942,5,17
U-506,Erich Würdemann,Gulfoil,"5,189",25,0,"[('28.13', '-89.77')]",1942,5,17
U-588,Victor Vogel,Skottland,"2,117",6,0,"[('43.12', '-67.30')]",1942,5,17
U-653,Gerhard Feiler,Peisander,"6,225",0,0,"[('37.40', '-65.63')]",1942,5,17
U-125,Ulrich Folkers,Mercury Sun,"8,893",25,0,"[('20.02', '-84.43')]",1942,5,18
U-125,Ulrich Folkers,William J. Salman,"2,616",25,0,"[('20.13', '-83.77')]",1942,5,18
U-156,Werner Hartenstein,Quaker City,"4,961",25,0,"[('15.78', '-53.20')]",1942,5,18
U-162,Jürgen Wattenberg,Beth,"6,852",6,0,"[('11.80', '-57.53')]",1942,5,18
U-558,Günther Krech,Fauna,"1,254",9,0,"[('22.17', '-72.50')]",1942,5,18
U-103,Werner Winter,Ogontz,"5,037",25,0,"[('23.50', '-86.62')]",1942,5,19
U-506,Erich Würdemann,Heredia,"4,732",25,0,"[('28.88', '-91.05')]",1942,5,19
U-751,Gerhard Bigalk,Isabela,"3,110",25,0,"[('17.83', '-75.00')]",1942,5,19
U-108,Klaus Scholtz,Norland,"8,134",6,290,"[('31.37', '-55.78')]",1942,5,20
U-155,Adolf Cornelius Piening,Sylvan Arrow,"7,797",15,291,"[('11.42', '-62.30')]",1942,5,20
U-158,Erwin Rostin,Darina,"8,113",0,290,"[('29.28', '-54.42')]",1942,5,20
U-431,Wilhelm Dommes,Eocene,"4,216",0,292,"[('31.93', '25.23')]",1942,5,20
U-506,Erich Würdemann,Halo,"6,986",25,0,"[('28.70', '-90.13')]",1942,5,20
U-753,Alfred Manhardt von Mannstein,George Calvert,"7,191",25,0,"[('22.92', '-84.43')]",1942,5,20
U-103,Werner Winter,Clare,"3,372",25,0,"[('21.58', '-84.72')]",1942,5,21
U-103,Werner Winter,Elizabeth,"4,727",25,0,"[('21.58', '-84.80')]",1942,5,21
U-106,Hermann Rasch,Faja de Oro,"6,067",37,0,"[('23.50', '-84.40')]",1942,5,21
U-156,Werner Hartenstein,Presidente Trujillo,"1,668",35,0,"[('14.63', '-61.18')]",1942,5,21
U-159,Helmut Friedrich Witte,Montenol,"2,646",0,293,"[('36.68', '-22.75')]",1942,5,21
U-159,Helmut Friedrich Witte,New Brunswick,"6,529",0,293,"[('36.88', '-22.92')]",1942,5,21
U-558,Günther Krech,Troisdoc,"1,925",19,0,"[('18.25', '-79.33')]",1942,5,21
U-69,Ulrich Gräf,Torondoc,"1,927",19,0,"[('14.75', '-62.25')]",1942,5,21
U-158,Erwin Rostin,Frank B. Baird,"1,748",19,0,"[('28.05', '-58.83')]",1942,5,22
U-588,Victor Vogel,Plow City,"3,282",25,0,"[('38.88', '-69.95')]",1942,5,22
U-103,Werner Winter,Samuel Q. Brown,"6,625",25,0,"[('20.25', '-84.62')]",1942,5,23
U-155,Adolf Cornelius Piening,Watsonville,"2,220",15,0,"[('13.20', '-61.33')]",1942,5,23
U-432,Heinz-Otto Schultze,Zurichmoor,"4,455",0,0,"[('39.50', '-66.00')]",1942,5,23
U-588,Victor Vogel,Margot,"4,545",0,0,"[('39.00', '-68.00')]",1942,5,23
U-103,Werner Winter,Hector,"1,828",9,0,"[('19.83', '-81.88')]",1942,5,24
U-502,Jürgen von Rosenstiel,Gonçalves Dias,"4,996",29,0,"[('16.15', '-70.00')]",1942,5,24
U-558,Günther Krech,Beatrice,"3,451",25,0,"[('17.35', '-76.12')]",1942,5,25
U-103,Werner Winter,Alcoa Carrier,"5,588",25,0,"[('18.75', '-79.83')]",1942,5,26
U-106,Hermann Rasch,Carrabulle,"5,030",25,0,"[('26.30', '-89.35')]",1942,5,26
U-703,Heinz Bielfeld,Syros,"6,191",25,294,"[('72.58', '5.50')]",1942,5,26
U-172,Carl Emmermann,Athelknight,"8,940",0,293,"[('27.83', '-46.00')]",1942,5,27
U-558,Günther Krech,Jack,"2,622",25,0,"[('17.60', '-74.70')]",1942,5,27
U-578,Ernst-August Rehwinkel,Polyphemus,"6,269",9,0,"[('38.20', '-63.37')]",1942,5,27
U-753,Alfred Manhardt von Mannstein,Hamlet,"6,578",6,0,"[('28.42', '-91.00')]",1942,5,27
U-103,Werner Winter,New Jersey,"6,414",25,0,"[('18.53', '-82.47')]",1942,5,28
U-155,Adolf Cornelius Piening,Poseidon,"1,928",9,0,"[('14.58', '-58.32')]",1942,5,28
U-502,Jürgen von Rosenstiel,Alcoa Pilgrim,"6,759",25,0,"[('16.47', '-67.62')]",1942,5,28
U-506,Erich Würdemann,Yorkmoor,"4,457",0,0,"[('29.50', '-72.48')]",1942,5,28
U-107,Harald Gelhaus,Western Head,"2,599",0,0,"[('19.95', '-74.30')]",1942,5,29
U-156,Werner Hartenstein,Norman Prince,"1,913",0,0,"[('14.50', '-62.33')]",1942,5,29
U-504,Hans-Georg Friedrich Poske,Allister,"1,597",0,0,"[('18.38', '-81.22')]",1942,5,29
U-155,Adolf Cornelius Piening,Baghdad,"2,161",6,0,"[('14.25', '-54.50')]",1942,5,30
U-404,Otto von Bülow,Alcoa Shipper,"5,491",25,0,"[('37.82', '-65.25')]",1942,5,30
U-432,Heinz-Otto Schultze,Liverpool Packet,"1,188",19,0,"[('43.33', '-66.33')]",1942,5,31
U-506,Erich Würdemann,Fred W. Green,"2,292",0,0,"[('30.33', '-62.00')]",1942,5,31
U-107,Harald Gelhaus,Bushranger,"4,536",15,0,"[('18.25', '-81.42')]",1942,6,1
U-156,Werner Hartenstein,Alegrete,"5,970",29,0,"[('13.67', '-61.50')]",1942,6,1
U-404,Otto von Bülow,West Notus,"5,492",25,0,"[('34.17', '-68.33')]",1942,6,1
U-566,Dietrich Borchert,Westmoreland,"8,967",0,0,"[('35.92', '-63.58')]",1942,6,1
U-158,Erwin Rostin,Knoxville City,"5,686",25,0,"[('21.25', '-83.83')]",1942,6,2
U-159,Helmut Friedrich Witte,Illinois,"5,447",25,0,"[('24.00', '-60.00')]",1942,6,2
U-553,Karl Thurmann,Mattawin,"6,919",0,0,"[('40.23', '-66.02')]",1942,6,2
U-558,Günther Krech,Triton,"2,078",9,0,"[('39.52', '-22.72')]",1942,6,2
U-578,Ernst-August Rehwinkel,Berganger,"6,826",6,0,"[('39.42', '-69.83')]",1942,6,2
U-126,Ernst Bauer,Høegh Giant,"10,990",6,0,"[('6.87', '-42.72')]",1942,6,3
U-156,Werner Hartenstein,Lillian,80,0,0,"[('12.42', '-59.50')]",1942,6,3
U-172,Carl Emmermann,City of Alma,"5,446",25,0,"[('23.00', '-62.50')]",1942,6,3
U-404,Otto von Bülow,Anna,"1,345",5,0,"[('34.17', '-68.37')]",1942,6,3
U-432,Heinz-Otto Schultze,Aeolus,41,25,0,"[('43.12', '-66.85')]",1942,6,3
U-432,Heinz-Otto Schultze,Ben and Josephine,102,25,0,"[('43.12', '-66.85')]",1942,6,3
U-502,Jürgen von Rosenstiel,M.F. Elliott,"6,940",25,0,"[('12.07', '-63.82')]",1942,6,3
U-158,Erwin Rostin,Nidarnes,"2,647",6,0,"[('21.28', '-85.12')]",1942,6,4
U-158,Erwin Rostin,Velma Lykes,"2,572",25,0,"[('21.35', '-86.60')]",1942,6,5
U-159,Helmut Friedrich Witte,Sally,150,34,0,"[('16.75', '-70.25')]",1942,6,5
U-172,Carl Emmermann,Delfina,"3,480",25,0,"[('20.37', '-67.12')]",1942,6,5
U-68,Karl-Friedrich Merten,L.J. Drake,"6,693",25,0,"[('17.50', '-68.33')]",1942,6,5
U-69,Ulrich Gräf,Letitia Porter,15,9,0,"[('18.25', '-53.75')]",1942,6,5
U-94,Otto Ites,Maria da Glória,320,23,0,"[('50.23', '-39.20')]",1942,6,5
U-68,Karl-Friedrich Merten,C.O. Stillman,"13,006",15,0,"[('17.55', '-67.92')]",1942,6,6
U-107,Harald Gelhaus,Castilla,"3,910",34,0,"[('20.25', '-83.30')]",1942,6,7
U-158,Erwin Rostin,Hermis,"5,234",15,0,"[('23.13', '-84.70')]",1942,6,7
U-159,Helmut Friedrich Witte,Edith,"3,382",25,0,"[('14.55', '-74.58')]",1942,6,7
U-653,Gerhard Feiler,USS Gannet (AVP 8),840,25,0,"[('35.83', '-65.63')]",1942,6,7
U-107,Harald Gelhaus,Suwied,"3,249",25,0,"[('20.00', '-84.80')]",1942,6,8
U-128,Ulrich Heyse,South Africa,"9,234",6,0,"[('12.78', '-49.73')]",1942,6,8
U-135,Friedrich-Hermann Praetorius,Pleasantville,"4,549",6,0,"[('34.20', '-68.00')]",1942,6,8
U-172,Carl Emmermann,Sicilien,"1,654",25,0,"[('17.50', '-71.33')]",1942,6,8
U-504,Hans-Georg Friedrich Poske,Rosenborg,"1,512",0,0,"[('61.00', '-15.00')]",1942,6,8
U-504,Hans-Georg Friedrich Poske,Tela,"3,901",34,0,"[('18.25', '-85.33')]",1942,6,8
U-83,Hans-Werner Kraus,Esther,100,38,0,"[('33.58', '35.25')]",1942,6,8
U-83,Hans-Werner Kraus,Said,231,20,0,"[('32.15', '34.43')]",1942,6,8
U-124,Johann Mohr,FFL Mimosa (K 11),925,3,295,"[('52.20', '-32.62')]",1942,6,9
U-502,Jürgen von Rosenstiel,Bruxelles,"5,085",1,297,"[('11.08', '-66.68')]",1942,6,9
U-502,Jürgen von Rosenstiel,Franklin K. Lane,"6,589",25,297,"[('11.20', '-66.65')]",1942,6,9
U-83,Hans-Werner Kraus,Typhoon,175,38,0,"[('33.65', '35.23')]",1942,6,9
U-107,Harald Gelhaus,Merrimack,"2,606",25,0,"[('19.78', '-85.92')]",1942,6,10
U-129,Hans-Ludwig Witt,L.A. Christensen,"4,362",6,0,"[('27.73', '-63.90')]",1942,6,10
U-559,Hans Heidtmann,Athene,"4,681",6,298,"[('31.20', '28.17')]",1942,6,10
U-68,Karl-Friedrich Merten,Ardenvohr,"5,025",0,0,"[('12.75', '-80.33')]",1942,6,10
U-68,Karl-Friedrich Merten,Port Montreal,"5,882",0,0,"[('12.28', '-80.33')]",1942,6,10
U-68,Karl-Friedrich Merten,Surrey,"8,581",0,0,"[('12.75', '-80.33')]",1942,6,10
U-81,Friedrich Guggenberger,Havre,"2,073",0,298,"[('31.17', '28.60')]",1942,6,10
U-94,Otto Ites,Empire Clough,"6,147",0,295,"[('51.83', '-35.00')]",1942,6,10
U-94,Otto Ites,Ramsay,"4,855",0,295,"[('51.88', '-34.98')]",1942,6,10
U-157,Wolf Henne,Hagan,"6,401",25,0,"[('22.00', '-77.50')]",1942,6,11
U-158,Erwin Rostin,Sheherazade,"13,467",15,0,"[('28.68', '-91.33')]",1942,6,11
U-159,Helmut Friedrich Witte,Fort Good Hope,"7,130",0,0,"[('10.32', '-80.27')]",1942,6,11
U-455,Hans-Heinrich Giessler,Geo H. Jones,"6,914",0,299,"[('45.67', '-22.67')]",1942,6,11
U-504,Hans-Georg Friedrich Poske,American,"4,846",25,0,"[('17.97', '-84.47')]",1942,6,11
U-504,Hans-Georg Friedrich Poske,Crijnssen,"4,282",9,0,"[('18.23', '-82.18')]",1942,6,11
U-94,Otto Ites,Pontypridd,"4,458",0,295,"[('49.83', '-41.62')]",1942,6,11
U-124,Johann Mohr,Dartford,"4,093",0,295,"[('49.32', '-41.55')]",1942,6,12
U-129,Hans-Ludwig Witt,Hardwicke Grange,"9,005",0,0,"[('25.75', '-65.75')]",1942,6,12
U-158,Erwin Rostin,Cities Service Toledo,"8,192",25,0,"[('29.03', '-91.98')]",1942,6,12
U-77,Heinrich Schonder,HMS Grove (L 77),"1,050",0,300,"[('32.08', '25.50')]",1942,6,12
U-159,Helmut Friedrich Witte,Sixaola,"4,693",25,0,"[('9.68', '-81.17')]",1942,6,13
U-159,Helmut Friedrich Witte,Solon Turman,"6,762",25,0,"[('10.75', '-80.40')]",1942,6,13
U-83,Hans-Werner Kraus,HMS Farouk,96,0,0,"[('34.32', '35.73')]",1942,6,13
U-172,Carl Emmermann,Lebore,"8,289",25,0,"[('12.88', '-80.67')]",1942,6,14
U-504,Hans-Georg Friedrich Poske,Regent,"3,280",13,0,"[('17.83', '-84.17')]",1942,6,14
U-126,Ernst Bauer,Dutch Princess,125,0,0,"[('13.77', '-60.10')]",1942,6,15
U-172,Carl Emmermann,Bennestvet,"2,438",6,0,"[('10.78', '-82.20')]",1942,6,15
U-502,Jürgen von Rosenstiel,Cold Harbor,"5,010",15,0,"[('11.67', '-62.92')]",1942,6,15
U-502,Jürgen von Rosenstiel,Scottsburg,"8,001",25,0,"[('11.85', '-62.93')]",1942,6,15
U-502,Jürgen von Rosenstiel,West Hardaway,"5,702",25,0,"[('11.83', '-62.25')]",1942,6,15
U-552,Erich Topp,City of Oxford,"2,759",0,301,"[('43.70', '-18.20')]",1942,6,15
U-552,Erich Topp,Etrib,"1,943",0,301,"[('43.30', '-17.63')]",1942,6,15
U-552,Erich Topp,Pelayo,"1,346",0,301,"[('43.30', '-17.63')]",1942,6,15
U-552,Erich Topp,Slemdal,"7,374",6,301,"[('43.30', '-17.63')]",1942,6,15
U-552,Erich Topp,Thurso,"2,436",0,301,"[('43.68', '-18.03')]",1942,6,15
U-68,Karl-Friedrich Merten,Frimaire,"9,242",3,0,"[('11.83', '-73.67')]",1942,6,15
U-126,Ernst Bauer,Arkansan,"6,997",25,0,"[('12.12', '-62.85')]",1942,6,16
U-126,Ernst Bauer,Kahuku,"6,062",25,0,"[('11.90', '-63.12')]",1942,6,16
U-161,Albrecht Achilles,Nueva Altagracia,30,35,0,"[('13.45', '-68.58')]",1942,6,16
U-205,Franz-Georg Reschke,HMS Hermione (74),"5,450",0,300,"[('33.33', '26.00')]",1942,6,16
U-67,Günther Müller-Stöckheim,Managua,"2,220",36,0,"[('24.08', '-81.67')]",1942,6,16
U-87,Joachim Berger,Cherokee,"5,896",25,303,"[('42.42', '-69.17')]",1942,6,16
U-87,Joachim Berger,Port Nicholson,"8,402",0,303,"[('42.18', '-69.42')]",1942,6,16
U-129,Hans-Ludwig Witt,Millinocket,"3,274",25,0,"[('23.20', '-79.97')]",1942,6,17
U-158,Erwin Rostin,Moira,"1,560",6,0,"[('25.58', '-96.33')]",1942,6,17
U-158,Erwin Rostin,San Blas,"3,601",15,0,"[('25.43', '-95.55')]",1942,6,17
U-124,Johann Mohr,Seattle Spirit,"5,627",25,305,"[('50.40', '-42.62')]",1942,6,18
U-172,Carl Emmermann,Motorex,"1,958",0,0,"[('10.17', '-81.50')]",1942,6,18
U-107,Harald Gelhaus,Cheerio,35,25,0,"[('18.03', '-67.67')]",1942,6,19
U-159,Helmut Friedrich Witte,Ante Matkovic,"2,710",11,0,"[('12.08', '-72.50')]",1942,6,19
U-701,Horst Degen,USS YP-389,170,25,0,"[('34.83', '-75.33')]",1942,6,19
U-128,Ulrich Heyse,West Ira,"5,681",25,0,"[('12.47', '-57.08')]",1942,6,21
U-159,Helmut Friedrich Witte,E.J. Sadler,"9,639",25,0,"[('15.60', '-67.87')]",1942,6,22
U-202,Hans-Heinz Linder,Rio Tercero,"4,864",18,0,"[('39.25', '-72.53')]",1942,6,22
U-128,Ulrich Heyse,Andrea Brøvig,"10,173",6,0,"[('12.17', '-59.17')]",1942,6,23
U-158,Erwin Rostin,Major General Henry Gibbins,"5,766",25,0,"[('24.58', '-87.75')]",1942,6,23
U-172,Carl Emmermann,Resolute,35,39,0,"[('13.25', '-80.50')]",1942,6,23
U-67,Günther Müller-Stöckheim,Rawleigh Warner,"3,664",25,0,"[('28.88', '-89.25')]",1942,6,23
U-68,Karl-Friedrich Merten,Arriaga,"2,345",15,0,"[('13.13', '-72.27')]",1942,6,23
U-84,Horst Uphoff,Torvanger,"6,568",6,306,"[('39.67', '-41.50')]",1942,6,23
U-156,Werner Hartenstein,Willimantic,"4,857",0,0,"[('25.92', '-51.97')]",1942,6,24
U-404,Otto von Bülow,Ljubica Matkovic,"3,289",11,0,"[('34.50', '-75.67')]",1942,6,24
U-153,Wilfried Reichmann,Anglo-Canadian,"5,268",0,0,"[('25.20', '-55.52')]",1942,6,25
U-404,Otto von Bülow,Manuela,"4,772",25,0,"[('34.50', '-75.67')]",1942,6,25
U-404,Otto von Bülow,Nordal,"3,845",15,0,"[('34.50', '-75.67')]",1942,6,25
U-107,Harald Gelhaus,Jagersfontein,"10,083",9,0,"[('31.93', '-54.80')]",1942,6,26
U-203,Rolf Mützelburg,Pedrinhas,"3,666",29,0,"[('23.12', '-62.10')]",1942,6,26
U-203,Rolf Mützelburg,Putney Hill,"5,216",0,0,"[('24.33', '-63.27')]",1942,6,26
U-126,Ernst Bauer,Leiv Eiriksson,"9,952",6,0,"[('13.30', '-59.95')]",1942,6,27
U-128,Ulrich Heyse,Polybius,"7,041",25,0,"[('10.92', '-57.67')]",1942,6,27
U-129,Hans-Ludwig Witt,Las Choapas,"2,005",37,0,"[('20.25', '-96.33')]",1942,6,27
U-129,Hans-Ludwig Witt,Tuxpam,"7,008",37,0,"[('20.25', '-96.33')]",1942,6,27
U-153,Wilfried Reichmann,Potlatch,"6,085",25,0,"[('19.33', '-53.30')]",1942,6,27
U-404,Otto von Bülow,Moldanger,"6,827",6,0,"[('38.05', '-70.87')]",1942,6,27
U-154,Walther Kölle,Tillie Lykes,"2,572",25,0,"[('16.95', '-69.75')]",1942,6,28
U-203,Rolf Mützelburg,Sam Houston,"7,176",25,0,"[('19.35', '-62.37')]",1942,6,28
U-332,Johannes Liebe,Raphael Semmes,"6,027",25,0,"[('29.50', '-64.50')]",1942,6,28
U-505,Axel-Olaf Loewe,Sea Thrush,"5,447",25,0,"[('22.63', '-60.98')]",1942,6,28
U-701,Horst Degen,William Rockefeller,"14,054",25,0,"[('35.12', '-75.12')]",1942,6,28
U-97,Friedrich Bürgel,Memas,"1,755",8,308,"[('32.45', '34.72')]",1942,6,28
U-97,Friedrich Bürgel,Zealand,"1,433",0,308,"[('32.45', '34.72')]",1942,6,28
U-126,Ernst Bauer,Mona Marie,126,19,0,"[('12.37', '-60.17')]",1942,6,29
U-153,Wilfried Reichmann,Ruth,"4,833",25,0,"[('21.67', '-59.33')]",1942,6,29
U-158,Erwin Rostin,Everalda,"3,950",13,0,"[('31.00', '-70.75')]",1942,6,29
U-505,Axel-Olaf Loewe,Thomas McKean,"7,191",25,0,"[('22.00', '-60.00')]",1942,6,29
U-67,Günther Müller-Stöckheim,Empire Mica,"8,032",0,0,"[('29.42', '-85.28')]",1942,6,29
U-754,Hans Oestermann,Waiwera,"12,435",0,0,"[('45.82', '-34.48')]",1942,6,29
U-372,Heinz-Joachim Neumann,HMS Medway (F 25),"14,650",0,0,"[('32.05', '30.58')]",1942,6,30
U-458,Kurt Diggins,Mosfruit,"2,714",6,0,"[('56.17', '-23.67')]",1942,6,30
U-129,Hans-Ludwig Witt,Cadmus,"1,855",6,0,"[('22.83', '-92.50')]",1942,7,1
U-202,Hans-Heinz Linder,City of Birmingham,"5,861",25,0,"[('35.17', '-70.88')]",1942,7,1
U-97,Friedrich Bürgel,Marilyse Moller,786,0,0,"[('31.37', '33.73')]",1942,7,1
U-129,Hans-Ludwig Witt,Gundersen,"1,841",6,0,"[('23.55', '-92.58')]",1942,7,2
U-215,Fritz Hoeckner,Alexander Macomb,"7,191",25,309,"[('41.80', '-66.58')]",1942,7,3
U-129,Hans-Ludwig Witt,Tuapse,"6,320",26,0,"[('22.22', '-86.10')]",1942,7,4
U-334,Hilmar Siemon,William Hooper,"7,177",25,310,"[('75.95', '27.25')]",1942,7,4
U-457,Karl Brandenburg,Christopher Newport,"7,191",25,310,"[('75.82', '22.42')]",1942,7,4
U-575,Günther Heydemann,Norlandia,"2,689",25,0,"[('19.55', '-68.65')]",1942,7,4
U-334,Hilmar Siemon,Earlston,"7,195",0,310,"[('74.90', '37.67')]",1942,7,5
U-456,Max-Martin Teichert,Honomu,"6,977",25,310,"[('75.08', '38.00')]",1942,7,5
U-703,Heinz Bielfeld,Empire Byron,"6,645",0,310,"[('76.30', '33.50')]",1942,7,5
U-703,Heinz Bielfeld,River Afton,"5,479",0,310,"[('75.95', '43.00')]",1942,7,5
U-88,Heino Bohmann,Carlton,"5,127",25,310,"[('72.83', '24.58')]",1942,7,5
U-88,Heino Bohmann,Daniel Morgan,"7,177",25,310,"[('75.13', '45.10')]",1942,7,5
U-132,Ernst Vogelsang,Anastassios Pateras,"3,382",8,311,"[('49.50', '-66.50')]",1942,7,6
U-132,Ernst Vogelsang,Dinaric,"2,555",0,311,"[('49.50', '-66.50')]",1942,7,6
U-132,Ernst Vogelsang,Hainaut,"4,312",1,311,"[('49.50', '-66.50')]",1942,7,6
U-154,Walther Kölle,Lalita,65,15,0,"[('21.75', '-86.67')]",1942,7,6
U-201,Adalbert Schnee,Avila Star,"14,443",0,0,"[('38.07', '-22.80')]",1942,7,6
U-255,Reinhart Reche,John Witherspoon,"7,191",25,310,"[('72.08', '48.50')]",1942,7,6
U-375,Jürgen Koenenkamp,Hero,"1,376",6,0,"[('32.38', '34.58')]",1942,7,6
U-67,Günther Müller-Stöckheim,Bayard,"2,160",6,0,"[('29.58', '-88.73')]",1942,7,6
U-255,Reinhart Reche,Alcoa Ranger,"5,116",25,310,"[('71.63', '49.58')]",1942,7,7
U-355,Günter La Baume,Hartlebury,"5,082",0,310,"[('72.50', '52.00')]",1942,7,7
U-457,Karl Brandenburg,Aldersdale,"8,402",0,310,"[('75.00', '45.00')]",1942,7,7
U-571,Helmut Möhlmann,Umtata,"8,141",0,0,"[('25.58', '-80.03')]",1942,7,7
U-255,Reinhart Reche,Olopana,"6,069",25,310,"[('72.17', '51.00')]",1942,7,8
U-172,Carl Emmermann,Santa Rita,"8,379",25,0,"[('26.18', '-55.67')]",1942,7,9
U-203,Rolf Mützelburg,Cape Verde,"6,914",0,0,"[('11.53', '-60.28')]",1942,7,9
U-571,Helmut Möhlmann,Nicholas Cuneo,"1,051",34,0,"[('23.90', '-82.55')]",1942,7,9
U-575,Günther Heydemann,Empire Explorer,"5,345",0,0,"[('11.67', '-60.92')]",1942,7,9
U-66,Friedrich Markworth,Triglav,"6,363",11,0,"[('26.78', '-48.17')]",1942,7,9
U-251,Heinrich Timm,El Capitan,"5,255",15,310,"[('69.38', '40.83')]",1942,7,10
U-376,Friedrich-Karl Marks,Hoosier,"5,060",25,310,"[('69.42', '38.58')]",1942,7,10
U-67,Günther Müller-Stöckheim,Benjamin Brewster,"5,950",25,0,"[('29.08', '-90.08')]",1942,7,10
U-166,Hans-Günther Kuhlmann,Carmen,84,35,0,"[('19.72', '-70.20')]",1942,7,11
U-203,Rolf Mützelburg,Stanvac Palembang,"10,013",15,0,"[('11.47', '-60.38')]",1942,7,11
U-116,Werner von Schmidt,Shaftesbury,"4,284",0,312,"[('31.70', '-25.50')]",1942,7,12
U-129,Hans-Ludwig Witt,Tachirá,"2,325",25,0,"[('18.25', '-81.75')]",1942,7,12
U-201,Adalbert Schnee,Cortona,"7,093",0,312,"[('32.75', '-24.75')]",1942,7,12
U-201,Adalbert Schnee,Siris,"5,242",0,312,"[('31.33', '-24.80')]",1942,7,12
U-582,Werner Schulte,Port Hunter,"8,826",0,312,"[('31.25', '-23.83')]",1942,7,12
U-166,Hans-Günther Kuhlmann,Oneida,"2,309",25,0,"[('20.28', '-74.10')]",1942,7,13
U-201,Adalbert Schnee,Sithonia,"6,723",0,312,"[('29.00', '-25.00')]",1942,7,13
U-255,Reinhart Reche,Paulus Potter,"7,168",9,310,"[('75.95', '40.17')]",1942,7,13
U-67,Günther Müller-Stöckheim,R.W. Gallagher,"7,989",25,0,"[('28.83', '-91.08')]",1942,7,13
U-84,Horst Uphoff,Andrew Jackson,"5,990",25,0,"[('23.53', '-81.03')]",1942,7,13
U-201,Adalbert Schnee,British Yeoman,"6,990",0,0,"[('26.70', '-24.33')]",1942,7,15
U-576,Hans-Dieter Heinicke,Bluefields,"2,063",36,313,"[('34.77', '-75.37')]",1942,7,15
U-582,Werner Schulte,Empire Attendant,"7,524",0,312,"[('23.80', '-21.85')]",1942,7,15
U-160,Georg Lassen,Beaconlight,"6,926",15,0,"[('10.98', '-61.08')]",1942,7,16
U-161,Albrecht Achilles,Fairport,"6,165",25,314,"[('27.17', '-64.55')]",1942,7,16
U-166,Hans-Günther Kuhlmann,Gertrude,16,25,0,"[('23.53', '-82.00')]",1942,7,16
U-160,Georg Lassen,Carmona,"5,496",15,0,"[('10.97', '-61.33')]",1942,7,18
U-575,Günther Heydemann,Comrade,69,0,0,"[('11.33', '-58.83')]",1942,7,18
U-575,Günther Heydemann,Glacier,75,0,0,"[('10.83', '-58.97')]",1942,7,18
U-129,Hans-Ludwig Witt,Port Antonio,"1,266",6,0,"[('23.65', '-84.00')]",1942,7,19
U-332,Johannes Liebe,Leonidas M.,"4,573",8,0,"[('37.02', '-52.07')]",1942,7,19
U-564,Reinhard Suhren,Empire Hawksbill,"5,724",0,315,"[('42.48', '-25.93')]",1942,7,19
U-564,Reinhard Suhren,Lavington Court,"5,372",0,315,"[('42.63', '-25.47')]",1942,7,19
U-84,Horst Uphoff,Baja California,"1,648",34,0,"[('25.23', '-82.45')]",1942,7,19
U-160,Georg Lassen,Donovania,"8,149",0,0,"[('10.93', '-61.17')]",1942,7,21
U-505,Axel-Olaf Loewe,Urious,153,39,0,"[('12.40', '-81.47')]",1942,7,22
U-582,Werner Schulte,Honolulan,"7,493",25,0,"[('8.68', '-22.20')]",1942,7,22
U-77,Heinrich Schonder,Vassiliki,140,8,0,"[('34.75', '34.58')]",1942,7,22
U-129,Hans-Ludwig Witt,Onondaga,"2,309",25,0,"[('22.67', '-78.73')]",1942,7,23
U-752,Karl-Ernst Schroeter,Garmula,"5,254",0,0,"[('5.53', '-14.75')]",1942,7,23
U-77,Heinrich Schonder,Toufic El Rahman,30,41,0,"[('34.85', '34.70')]",1942,7,24
U-130,Ernst Kals,Tankexpress,"10,095",6,0,"[('10.08', '-26.52')]",1942,7,25
U-160,Georg Lassen,Telamon,"2,078",9,0,"[('9.25', '-59.90')]",1942,7,25
U-201,Adalbert Schnee,HMS Laertes (T 137),545,0,0,"[('6.00', '-14.28')]",1942,7,25
U-552,Erich Topp,Broompark,"5,136",0,318,"[('49.03', '-40.43')]",1942,7,25
U-89,Dietrich Lohmann,Lucille M.,54,19,0,"[('42.03', '-65.63')]",1942,7,25
U-171,Günther Pfeffer,Oaxaca,"4,351",37,0,"[('28.38', '-96.13')]",1942,7,26
U-66,Friedrich Markworth,Tamandaré,"4,942",29,0,"[('11.57', '-60.50')]",1942,7,26
U-704,Horst Wilhelm Kessler,Empire Rainbow,"6,942",0,318,"[('47.13', '-42.95')]",1942,7,26
U-130,Ernst Kals,Elmwood,"7,167",0,0,"[('4.80', '-22.00')]",1942,7,27
U-582,Werner Schulte,Stella Lykes,"6,801",25,0,"[('6.67', '-25.08')]",1942,7,27
